Code,Description1,Description2,Type,Unknown1,Unknown2,Unknown3,Unknown4
PN001007,"Non-excepted service provided at an off-campus, outpatient, provider-based",Non-excepted off-campus svc,,,C,0207,201701012017
PN002008,department of a hospital,,,,,,
PO001007,"Excepted service provided at an off-campus, outpatient, provider-based",Excepted off-campus service,,,C,0207,201501012017
PO002008,department of a hospital,,,,,,
PS001007,Positron emission tomography (pet) or pet/computed tomography (ct) to inform,Pet tumor subsq tx strategy,,,C,,200907012009
PS002008,the subsequent treatment strategy of cancerous tumors when the beneficiary's,,,,,,
PS003008,treating physician determines that the pet study is needed to inform subsequent,,,,,,
PS004008,anti-tumor strategy,,,,,,
PT001007,Colorectal cancer screening test; converted to diagnostic test or other,Clrctal screen to diagn,,,C,,201101012011
PT002008,procedure,,,,,,
Q0001007,Investigational clinical service provided in a clinical research study that is,Invest clinical research,,,D,0146,200801012008
Q0002008,in an approved clinical research study,,,,,,
Q1001007,Routine clinical service provided in a clinical research study that is in an,Routine clinical research,,,D,0146,200801012008
Q1002008,approved clinical research study,,,,,,
Q2001007,Demonstration procedure/service,"Demo procedure, service",,,C,0046,199201012017
Q3001007,Live kidney donor surgery and related services,Live donor surgery/services,,,C,,199501012003
Q4001007,Service for ordering/referring physician qualifies as a service exemption,Svc exempt - ordrg/rfrng md,,,C,,199401011997
Q5001007,Service furnished under a reciprocal billing arrangement by a substitute,Recip bill arr subs md or pt                           3060.6,,,D,,199301012017
Q5002008,physician or by a substitute physical therapist furnishing outpatient physical,,,,,,
Q5003008,"therapy services in a health professional shortage area, a medically",,,,,,
Q5004008,"underserved area, or a rural area",,,,,,
Q6001007,Service furnished under a fee-for-time compensation arrangement by a substitute,Fee/time comp subst md or pt                           3060.7,,,D,,199301012017
Q6002008,physician or by a substitute physical therapist furnishing outpatient physical,,,,,,
Q6003008,"therapy services in a health professional shortage area, a medically",,,,,,
Q6004008,"underserved area, or a rural area",,,,,,
Q7001007,One class a finding,One class a finding,,,C,,199501011997
Q8001007,Two class b findings,Two class b findings,,,C,,199501011997
Q9001007,One class b and two class c findings,1 class b & 2 class c fndngs,,,C,,199501011997
QA001007,Prescribed amounts of stationary oxygen for daytime use while at rest and,Avg sta day/night o2 < 1 lpm,,,C,,201804012018
QA002008,nighttime use differ and the average of the two amounts is less than 1 liter,,,,,,
QA003008,per minute (lpm),,,,,,
QB001007,Prescribed amounts of stationary oxygen for daytime use while at rest and,Avg day/nite o2 > 4 lpm/port,,,C,,201804012018
QB002008,nighttime use differ and the average of the two amounts exceeds 4 liters per,,,,,,
QB003008,minute (lpm) and portable oxygen is prescribed,,,,,,
QC001007,Single channel monitoring,Single channel monitoring,,,C,,198901011997
QD001007,Recording and storage in solid state memory by a digital recorder,Rcrdg/strg in sld st memory,,,C,,198901011997
QE001007,Prescribed amount of stationary oxygen while at rest is less than 1 liter per,Stationary o2 @ rest <1 lpm,,,C,,198901012018
QE002008,minute (lpm),,,,,,
QF001007,Prescribed amount of stationary oxygen while at rest exceeds 4 liters per,Station o2 @ rest >4lpm/port,,,C,,198901012018
QF002008,minute (lpm) and portable oxygen is prescribed,,,,,,
QG001007,Prescribed amount of stationary oxygen while at rest is greater than 4 liters,Station o2 @ rest > 4 lpm,,,C,,198901012018
QG002008,per minute (lpm),,,,,,
QH001007,Oxygen conserving device is being used with an oxygen delivery system,Oxygen cnsrvg dvc w del sys,,,C,,198901011997
QJ001007,"Services/items provided to a prisoner or patient in state or local custody,",Patient in state/locl custod,,,D,0111,200301012003
QJ002008,"however the state or local government, as applicable, meets the requirements in",,,,,,
QJ003008,42 cfr 411.4 (b),,,,,,
QK001007,"Medical direction of two, three, or four concurrent anesthesia procedures",Med dir 2-4 cncrnt anes proc                           3350.5,,,D,,199501012001
QK002008,involving qualified individuals,,,,,,
QL001007,Patient pronounced dead after ambulance called,Patient died after amb call,,,C,,199901011999
QM001007,Ambulance service provided under arrangement by a provider of services,Ambulance arr by provider,,,C,,199601011999
QN001007,Ambulance service furnished directly by a provider of services,Ambulance furn by provider,,,C,,199601011999
QP001007,Documentation is on file showing that the laboratory test(s) was ordered,Individually ordered lab tst                           7517.1,,,D,,199601011996
QP002008,individually or ordered as a cpt-recognized panel other than automated profile,,,,,,
QP003008,"codes 80002-80019, g0058, g0059, and g0060.",,,,,,
QQ001007,Ordering professional consulted a qualified clinical decision support mechanism,Qualified cdsm consulted,,,C,,201807012025
QQ002008,for this service and the related data was provided to the furnishing,,,,,,
QQ003008,professional,,,,,,
QR001007,Prescribed amounts of stationary oxygen for daytime use while at rest and,Avg sta day/night o2 > 4 lpm,,,C,,201804012018
QR002008,nighttime use differ and the average of the two amounts is greater than 4,,,,,,
QR003008,liters per minute (lpm),,,,,,
QS001007,Monitored anesthesia care service,Monitored anesthesia care            15018I,,,D,,199001011996
QT001007,Recording and storage on tape by an analog tape recorder,Rcrdg/strg tape analog recdr,,,C,,198901011997
QW001007,Clia waived test,Clia waived test,,,C,,199601011996
QX001007,Crna service: with medical direction by a physician,Crna svc w/ md med direction,,,C,,199301011997
QY001007,Medical direction of one certified registered nurse anesthetist (crna) by an,Medically directed crna                                3350.5,,,D,,199801012001
QY002008,anesthesiologist,,,,,,
QZ001007,Crna service: without medical direction by a physician,Crna svc w/o med dir by md,,,C,,199301011997
RA001007,"Replacement of a dme, orthotic or prosthetic item",Replacement of dme item,,,C,,200901012011
RB001007,"Replacement of a part of a dme, orthotic or prosthetic item furnished as part","Replacement part, dme item",,,C,,200901012011
RB002008,of a repair,,,,,,
RC001007,Right coronary artery,Right coronary artery,,,C,,199701011997
RD001007,"Drug provided to beneficiary, but not administered ""incident-to""",Drug admin not incident-to,,,C,,200401012004
RE001007,Furnished in full compliance with fda-mandated risk evaluation and mitigation,Furnish full compliance rems,,,C,,200901012009
RE002008,strategy (rems),,,,,,
RI001007,Ramus intermedius coronary artery,Ramus intermedius cor artery,,,C,,201301012013
RR001007,Rental (use the 'rr' modifier when dme is to be rented),Rental (dme),,,C,,198401011997
RT001007,Right side (used to identify procedures performed on the right side of the body,)Right side,,,C,,198401011997
SA001007,Nurse practitioner rendering service in collaboration with a physician,Nurse practitioner w physici,,,I,,200107012001
SB001007,Nurse midwife,Nurse midwife,,,I,,200107012001
SC001007,Medically necessary service or supply,Medically necessary serv/sup,,,C,,200107012011
SD001007,"Services provided by registered nurse with specialized, highly technical home",Serv by home infusion rn,,,I,,200107012001
SD002008,infusion training,,,,,,
SE001007,State and/or federally-funded programs/services,State/fed funded program/ser,,,I,,200107012001
SF001007,Second opinion ordered by a professional review organization (pro) per section,2nd opinion ordered by pro,,,C,,198701011997
SF002008,"9401, p.l. 99-272 (100% reimbursement - no medicare deductible or coinsurance)",,,,,,
SG001007,Ambulatory surgical center (asc) facility service,Asc facility service,,,C,,199201011997
SH001007,Second concurrently administered infusion therapy,2nd concurrent infusion ther,,,I,,200107012001
SJ001007,Third or more concurrently administered infusion therapy,3rd concurrent infusion ther,,,I,,200107012001
SK001007,Member of high risk population (use only with codes for immunization),High risk population,,,I,,200204012002
SL001007,State supplied vaccine,State supplied vaccine,,,I,,200204012002
SM001007,Second surgical opinion,Second opinion,,,I,,200207012002
SN001007,Third surgical opinion,Third opinion,,,I,,200207012002
SQ001007,Item ordered by home health,Item ordered by home health,,,I,,200210012002
SS001007,Home infusion services provided in the infusion suite of the iv therapy provide,rHit in infusion suite,,,I,,200410012004
ST001007,Related to trauma or injury,Related to trauma or injury,,,I,,200301012003
SU001007,Procedure performed in physician's office (to denote use of facility and,Performed in phys office,,,I,,200301012003
SU002008,equipment),,,,,,
SV001007,Pharmaceuticals delivered to patient's home but not utilized,Drugs delivered not used,,,I,,200301012003
SW001007,Services provided by a certified diabetic educator,Serv by cert diab educator,,,C,,200404012004
SY001007,Persons who are in close contact with member of high-risk population (use only,Contact w/high-risk pop,,,I,,200501012005
SY002008,with codes for immunization),,,,,,
SZ001007,Habilitative services,Habilitative services,,,C,,201407012018
T1001007,"Left foot, second digit","Left foot, second digit",,,C,,199501011999
T2001007,"Left foot, third digit","Left foot, third digit",,,C,,199501011999
T3001007,"Left foot, fourth digit","Left foot, fourth digit",,,C,,199501011999
T4001007,"Left foot, fifth digit","Left foot, fifth digit",,,C,,199501011999
T5001007,"Right foot, great toe","Right foot, great toe",,,C,,199501011999
T6001007,"Right foot, second digit","Right foot, second digit",,,C,,199501011999
T7001007,"Right foot, third digit","Right foot, third digit",,,C,,199501011999
T8001007,"Right foot, fourth digit","Right foot, fourth digit",,,C,,199501011999
T9001007,"Right foot, fifth digit","Right foot, fifth digit",,,C,,199501011999
TA001007,"Left foot, great toe","Left foot, great toe",,,C,,199501011999
TB001007,"Drug or biological acquired with 340b drug pricing program discount, reported",340b drug,,,C,,201801012025
TB002008,for informational purposes,,,,,,
TC001007,"Technical component; under certain circumstances, a charge may be made for the",Technical component,,,C,,198401011997
TC002008,technical component alone;  under those circumstances the technical component,,,,,,
TC003008,charge is identified by adding modifier 'tc' to the usual procedure number;,,,,,,
TC004008,technical component charges are institutional charges and not billed separately,,,,,,
TC005008,"by physicians; however, portable x-ray suppliers only bill for technical",,,,,,
TC006008,component and should utilize modifier tc; the charge data from portable x-ray,,,,,,
TC007008,suppliers will then be used to build customary and prevailing profiles,,,,,,
TD001007,Rn,Rn,,,I,,200107012001
TE001007,Lpn/lvn,Lpn/lvn,,,I,,200107012001
TF001007,Intermediate level of care,Intermediate level of care,,,I,,200107012001
TG001007,Complex/high tech level of care,Complex/high tech level care,,,I,,200107012001
